mies mjes
deshuesar des.weˈsaɾ
ministrar mi.nisˈtɾaɾ
castorcillo kas.toɾˈsi.ʝo
decolorar de.ko.loɾaɾ
favoritismo fa.βo.ɾiˈtis.mo
reflexivo re.flekˈsi.βo
pirograbado pi.ɾo.ɣɾaˈβa.ðo
achicharradero a.tʃi.ka.raˈðe.ɾo
glosopeda glo.so.ˈpe.ða
doblonada do.βloˈna.ða
ron ˈron
volitivo bo.liˈti.βo
trincado tɾiŋˈka.ðo
ubiquitario u.βi.kiˈta.ɾjo
apio ˈa.pjo
nigromancia ˌni.ɣɾoˈman.sja
esgucio  esˈɡu.sjo 
alguero alˈɣe.ɾo
culo ˈku.lo
paladino pa.laˈði.no
bigotudo bi.ɣoˈtu.ðo
eta ˈe.ta
pericia peˈɾi.sja
aliquebrar a.li.keˈβɾaɾ
pe pe
laringitis la.ɾin.ˈxi.tis
marrano ma ˈrra no
rocambolesco ro.kam.boˈles.ko
afabilidad a.fa.βi.liˈðað
acantilar aˌkan̪.tiˈlaɾ
sumoscapo su.mosˈka.po
supositicio su.po.siˈti.sjo
sahariano sa.(h)aˈɾja.no
deshora des.ˈo.ɾa
abogamiento a.βo.ɣaˈmjen̪.to
homenaje o.meˈna.xe
malaquita ma.la.ˈki.ta
aboral a.βoˈɾal
teclado teˈkla.ðo
vespertino bes.peɾˈti.no
abrunal a.βɾuˈnal
utensilio u.tenˈsi.ljo
adstringente aðs.tɾiŋˈxen̪.te
anapelo na.ˈpe.lo
fisgar fisˈɣaɾ
aclaratorio a.kla.ɾaˈto.ɾjo
literatura li.te.ɾa.ˈtu.ɾa
buriel buˈɾjel
arcaico aɾˈkaj.ko
asturiano as.tuˈɾja.no
empavorecer em.pa.βo.ɾeˈseɾ
incaico inˈkaj.ko
sobresueldo so.βɾeˈswel.do
depurador de.pu.ɾaˈðoɾ
recurrente re.kuˈren̪.te
derecho deˈɾe.tʃo
gratuitamente gɾaˈtwi.taˈmen̪.te
escoger es.koˈxeɾ
contingible kon.tinˈxi.βle
advertir að.βeɾˈtiɾ
durar duˈɾaɾ
establecimiento es.ta.βle.siˈmjen.to
amnistiar am.nisˈtjaɾ
nomenclatura no.meŋ.klaˈtu.ɾa
juicioso ˈxwi.sjo.so
lavadura la.βaˈðu.ɾa
farruco faˈru.ko
indignamente in̪ˈdiɣ.naˈmen̪.te
protoplaneta ˌpɾo.to.pla.ˈne.ta
envase emˈba.se
embaste emˈbas.te
reforzar re.foɾˈsaɾ
aburguesarse a.βuɾ.ɣeˈsaɾ.se
gerundio χe.ˈɾun.djo
ultramar ul.tɾaˈmaɾ
socorrer so.koˈreɾ
borraj boˈrax
antiquismo an.tiˈkis.mo
alimentario a.li.men̪ˈta.ɾjo
midriasis miˈdɾja.sis
vodca ˈboð.ka
embajada em.baˈxa.ða
afinar a.fiˈnaɾ
respetable res.peˈta.βle
cambalud kam.ba.ˈluð
joder xoˈðeɾ
anudar a.nuˈðaɾ
chupar tʃuˈpaɾ
mutualista mu.twaˈlis.ta
sutilizar su.ti.liˈsaɾ
tintero tin̟ˈte.ɾo
camaraje ka.maˈɾa.xe
agudeza a.ɣuˈðe.sa
papahuevos pa.paˈwe.βos
aborrir a.βoˈriɾ
contraer kon.tɾa.ˈeɾ
pecar peˈkaɾ
entorchar en.toɾ.ˈʈʃaɾ
chirriar tʃiˈrjaɾ
dij ˈdix
contabilidad kon.ta.βi.liˈðað
aprecio aˈpɾe.sjo
carretela ka.re.ˈte.la
incapacidad iŋ.ka.pa.siˈðað
continuista kon̪.tiˈnwis.ta
esgrimir es.ɣɾiˈmiɾ
imbele imˈbe.le
enfrenar en.fɾeˈnaɾ
excusa eksˈku.sa
machi ˈma.tʃi
meritar me.ɾiˈtaɾ
escurridor es.ku.riˈðoɾ
rehurtarse rewɾˈtaɾ.se
encoger eŋ.koˈxeɾ
corrosivo ko.ro.ˈsi.βo
andancio aN ˈdaN sjo
esperanzar es.pe.ɾanˈsaɾ
voluble bo.lu.βle
potente poˈten̪.te
calatravo ka.la.ˈtɾa.βo
refulgente re.fulˈxen̪.te
salame saˈla.me
galeaza ga.leˈa.sa
perdiz peɾˈðis
atabladera a.ta.βlaˈðe.ra
leninismo le.niˈnis.mo
lagrimoso la.ɣɾiˈmo.so
copiador ko.pja.ˈðoɾ
alfil al.ˈfil
lambel ˈlamb.el
serenidad se.ɾe.ni.ˈðað
respetabilidad res.pe.ta.βi.liˈðað
bombarda bomˈbaɾ.ða
deudor dewˈðoɾ
simular si.muˈlaɾ
diplodoco di.plo.ˈðo.ko
cometida ko.meˈti.ða
directo diˈɾek.to
borrico boˈri.ko
absceso abs.ˈse.so
casquijo kasˈki.xo
zar ˈsaɾ
descastar des.kasˈtaɾ
tiesura tjeˈsu.ɾa
oficina o.fi.ˈsi.na
deleznable de.les.ˈna.ble
enrabiar en.raˈβjaɾ
juzgar xusˈɰaɾ
respectivo res.pekˈti.βo
laucha ˈlaw.tʃa
sociable soˈsja.βle
albedriar al.beˈðɾjaɾ
anotar a.noˈtaɾ
bochinche boˈtʃiɲ.tʃe
ro ˈro
chaspear tʃas.peˈaɾ
pasta ˈpas.ta
anuncio aˈnun.sjo
patata paˈta.ta
adaza aˈða.sa
practicar pɾak.tiˈkaɾ
tomento toˈmen.to
mancha ˈman.tʃa
propio ˈpɾo.pjo
beta ˈbe.ta
hoplita o.ˈpli.ta
vacuola ba.ˈkwo.la
becerro beˈse.ro
zurrapa suˈra.pa
presidencia pɾe.siˈðen.sja
compasar kom.paˈsaɾ
socorredor so.ko.reˈðoɾ
nieto ˈnje.to
kurdo ˈkuɾ.ðo
croata ˈkroa.ta
diagonal dia.ɣoˈnal
amorosamente a.mo.ɾo.saˈmen̪.te
interrogatorio in.te.ro.ɣaˈto.ɾjo
acampanar a.kam.paˈnaɾ
herrar eˈraɾ
ayudar a.ʝuˈðaɾ
tolerar to.leˈɾaɾ
flamero flaˈme.ɾo
taracear ta.ɾa.seˈaɾ
capibara ka.piˈβa.ɾa
acharar a.tʃaˈɾaɾ
aglomerante a.ɣlo.meˈɾan̪.te
aparentar a.pa.ɾen̪ˈtaɾ
encorralar eŋ.ko.raˈlaɾ
extranjerismo eks.tɾaŋ.xeˈɾis.mo
hampa ˈam.pa
espinaca es.piˈna.ka
deslizar des.liˈsaɾ
vivido biˈβi.ðo
sarta ˈsaɾ.ta
laudatorio law.ðaˈto.ɾjo
mequetrefe me.keˈtɾe.fe
abujardar a.βu.xaɾˈðaɾ
desagotar des.a.ɰoˈtaɾ
vueso ˈbwe.so
vasar baˈsaɾ
genitivo xe.niˈti.βo
despiporren des.piˈpo.ren
podio ˈpo.ðjo
apareamiento a.pa.ɾe.aˈmjen̪.to
adolescencia a.ðo.les.ˈsen.sja
jamar xaˈmar
zanguango saŋˈgwaŋ.go
sonsonete son.soˈne.te
soterrar so.te.ˈraɾ
futbolista fut.βoˈlis.ta
caricatura ka.ɾi.kaˈtu.ɾa
crea ˈkɾe.a
campeador kam.peaˈðoɾ
perdonar peɾ.ðoˈnaɾ
acanto aˈkan.to
abdomen aβˈðo.men
interferencia in.teɾ.feˈɾen.sja
residencia re.siˈðen.sja
alcahazar al.ka.a.ˈsar
compadrear kom.pa.ðɾeˈaɾ
pizarroso pi.saˈro.so
paracaidismo pa.ɾa.kajˈðis.mo
margenar maɾ.xeˈnaɾ
expatriar eks.paˈtɾjaɾ
garita ga.ˈɾi.ta
bario ˈba.ɾjo
criamiento kɾi.aˈmjen.to
sicofanta si.koˈfan.ta
canino ka.ˈni.no
blasfemar blas.feˈmaɾ
tirio ˈti.ɾjo
quiltro ˈkil.tɾo
cucaracha ku.kaˈɾa.tʃa
con kon
indomable in.do.ˈma.βle
fecundativo fe.kun̪.daˈti.βo
desguarnir des.ɣwaɾˈniɾ
monja ˈmon.xa
peruano peˈɾwa.no
agarrochar a.ɣa.roˈtʃaɾ
cosetano ko.se.ˈta.no
adherente a.ðeˈɾen̪.te
popularidad po.pu.la.ɾiˈðað
compartimentar kom.paɾ.ti.men̪ˈtaɾ
estirar es.tiˈɾaɾ
naviero naˈβje.ɾo
divergir di.βeɾˈɣiɾ
altisonante al.ti.soˈnan.te
absurdidad aβ.suɾ.ðiˈðað
nido ˈni.ðo
adolecer a.ðo.leˈseɾ
agarradera a.ɣa.raˈðe.ɾa
pacer paˈseɾ
papado paˈpa.ðo
examinante e.ksa.miˈnan̪.te
confabular koɱ.fa.βuˈlaɾ
alegreto a.leˈgɾe.to
mudanza muˈðan.sa
indevoto in.deˈβo.to
hamaca aˈma.ka
razonable ra.soˈna.βle
tafilete ta.fiˈle.te
bilabial bi.laˈβjal
tablestacado ta.βles.taˈka.ðo
pecio ˈpe.sjo
constipado kons.ti.ˈpa.ðo
disparo disˈpa.ɾo
perseguir peɾ.seˈɰiɾ
esponjoso es.ponˈxo.so
corporificar koɾ.po.ɾi.fi.ˈkaɾ
estipular es.ti.puˈlaɾ
acurrucarse a.ku.ruˈkaɾ.se
guaroso gwaˈɾo.so
periodista pe.ɾjoˈðis.ta
papamoscas pa.paˈmos.kas
trastornar tɾas.toɾˈnaɾ
naif naˈif
nacer naˈseɾ
desvanecer des.βa.neˈseɾ
rechazador re.tʃa.saˈðoɾ
fatalmente faˈtalˈmen̪.te
incomparado iŋ.kom.paˈɾa.ðo
perfectivo per.fek.ˈti.βo
actuosidad ak.two.siˈðað
mirador mi.ɾaˈðoɾ
fatuidad fa.twiˈðað
cacique kaˈsi.ke
acautelarse aˌkaw.teˈlaɾ.se
cajera kaˈxe.ɾa
escocia es.ˈko.sja
nativo naˈti.βo
aparato a.paˈɾa.to
petrificar pe.tɾi.fi.ˈkaɾ
farol faˈɾol
cacareo ka.ka.ˈɾe.o
incompletamente iŋ.komˈple.taˈmen̪.te
complementar kom.ple.men̪ˈtaɾ
grupal gɾuˈpal
profe ˈpɾo.fe
enunciativo e.nun.sjaˈti.βo
diccionario dik.sjoˈna.rjo
disolver di.solˈβeɾ
goce ˈgo.se
veinticuatro bejn.ti.ˈqwa.tɾo
designio deˈsiɣ.njo
acotolar a.ko.toˈlaɾ
arabesco a.ɾaˈβes.ko
zutano suˈta.no
aloquecer a.lo.keˈseɾ
galenismo ɣa.leˈnis.mo
decorticar de.koɾ.tiˈkaɾ
absentismo aβ.sen̪ˈtis.mo
multicopista mul.ti.ko.ˈpis.ta
disipar di.si.ˈpaɾ
padecimiento pa.ðe.siˈmjen̪.to
vituperable bi.tu.pe.ˈɾa.βle
acuitamiento a.kwi.taˈmjen̪.to
agricultura a.gɾi.kul.ˈtu.ɾa
lavable laˈβa.βle
gestionar xes.tjoˈnaɾ
perplejidad peɾ.ple.xiˈðað
bofe ˈbo.fe
barcarola baɾ.kaˈɾo.la
mirto ˈmiɾ.to
dirigente di.ɾiˈxen̪.te
secuestrario se.kwesˈtɾa.ɾjo
laborable la. βoˈɾa. βle
retablero re.taˈβle.ɾo
braceada bɾa.seˈa.ða
caquetense ka.keˈten.se
dominicanismo do.mi.ni.kaˈnis.mo
dignidad diɣ.niˈðað
barbastrino baɾ.βasˈtɾi.no
envergar em.βeɾˈɰaɾ
explicar eks.pliˈkaɾ
antarquear an̪.taɾ.keˈaɾ
cabronada ka.βɾoˈna.ða
campear kam.peˈaɾ
patotero pa.toˈte.ɾo
delitescencia de.li.tesˈsen.sja
aretino a.ɾe.ˈti.no
encantar eŋ.kanˈtaɾ
sima ˈsi.ma
complacer kom.plaˈseɾ
calamorro ka.laˈmo.ro
barca ˈbaɾ.ka
indicio inˈdi.sjo
hospedador os.pe.ðaˈðor
generalidad xe.ne.ɾa.liˈðað
inferencia in.fe.ˈɾen.sja
cuadro ˈkwa.dɾo
cefear se.feˈaɾ
tomar toˈmaɾ
estrecheza es.tɾeˈtʃe.sa
exceso ekˈse.so
coihue koˈi.we
displasia disˈpla.sja
purismo puˈɾis.mo
varear ba.ɾeˈaɾ
melanita me.la.ˈni.ta
injuriador iŋ.xu.ɾjaˈðoɾ
achocharse a.tʃˈtʃaɾ.se
indicante in.diˈkan.te
buscar busˈkaɾ
crispar kɾisˈpaɾ
deletreador de.le.tɾe.aˈðoɾ
semana se.ˈma.na
visible biˈsi.βle
oleoducto ˌo.le.o.ˈðuk.to
fiduciario fi.ðuˈsja.ɾjo
aceptabilidad a.sep.ta.βi.liˈðað
cimero siˈme.ɾo
ministerialismo mi.nis.te.ɾjaˈlis.mo
urbanizar uɾ.βa.niˈsaɾ
parteluz paɾ.teˈlus
leproso leˈpɾo.so
centuplicar sen̪.tu.pliˈkaɾ
fisioterapia fi.sjo.teˈɾa.pja
grey ˈgɾej
infatigable iɱ.fa.tiˈɣa.βle
agraviadamente a.ɣɾaˈβja.ðaˈmen̪.te
tupir tuˈpiɾ
acometividad a.ko.me.ti.βiˈðað
nonato noˈna.to
andesina an.deˈsi.na
igualadino i.ɣwa.laˈði.no
inextinguible in.eks.tiŋ.ˈgi.βle
reconocer ˌre.ko.noˈseɾ
ogro ˈo.ɰɾo
western ˈwes.teɾn
pleura ˈplew.ɾa
cambronera kam.βɾoˈne.ɾa
cotidiano ko.tiˈðia.no
acabamiento a.ka.βaˈmjen̪.to
infeccioso in.fekˈsjo.so
impulso im.ˈpul.so
babuino baˈβwi.no
licuar liˈkwaɾ
fabada faˈβa.ða
reposar re.poˈsaɾ
estrago esˈtɾa.ɰo
acristalar a.kris.taˈlaɾ
certero seɾˈte.ɾo
ablandativo a.blan.da.ˈti.βo
solado soˈla.ðo
fatigosamente fa.tiˈɣo.saˈmen̪.te
alhavara a.laˈβa.ɾa
atrapar a.tɾaˈpaɾ
absolutista aβ.so.luˈtis.ta
acomplejamiento a.kom.ple.xaˈmjen̪.to
adaptable a.ðapˈta.βle
tostado tosˈta.ðo
asnada as.na.ða
abarcadura a.βaɾ.kaˈðu.ɾa
ensalzar en.salˈsaɾ
retostar re.tosˈtaɾ
caber kaˈβeɾ
acosmismo a.kosˈmis.mo
afrocubano a.fɾo.kuˈβa.no
desmarcar des.maɾˈkaɾ
valuar baˈlwar
interesado in.te.ɾeˈsa.ðo
zabila sa.ˈβi.la
maldiciente mal.diˈsjen.te
molecular mo.le.kuˈlaɾ
aguamanil a.ɣwa.maˈnil
aligamiento a.li.ɣaˈmjen̪.to
fascismo faˈʃis.mo
estatuir es.taˈtwiɾ
limosna liˈmos.na
arterial aɾ.te.ˈɾjal
vagido baˈɣi.ðo
suculento su.kuˈlen.to
camarlengo ka.maɾˈleŋ.go
revancha reˈβaɲ.tʃa
mientras ˈmjen.tɾas
atizonar a.ti.soˈnaɾ
afacimiento a.fa.siˈmjen̪.to
simplemente ˈsim.ple.men̪.te
abocetar a.β̞o.se.ˈtar
apartar a.paɾˈtaɾ
timba ˈtim.ba
animizar a.ni.miˈsaɾ
regordido re.ɰoɾˈði.ðo
cambuj kamˈbux
manto ˈman.to
regionalismo re.xjo.naˈlis.mo
narria ˈna.rja
aproximar a.pɾok.siˈmaɾ
liderazgo ˌli.ðeˈɾas.ɣo
canguro kaŋ.ˈgu.ɾo
humanidad u.ma.niˈðað
bebedero be.βeˈðe.ɾo
aferente a.feˈɾen̪.te
ligapierna li.ɣaˈpjeɾ.na
enmudecer en.mu.ðeˈseɾ
abotonar a.βo.toˈnaɾ
esquiador es.kjaˈðoɾ
parroquial pa.roˈkjal
obtentor oβ.ten̪ˈtoɾ
chancleta ʧaŋˈkle.ta
asentar a.sen̪ˈtaɾ
tino ˈti.no
anteanteayer an̪.tjan̪.te.aˈʝeɾ
pitido piˈti.ðo
dactilar dak.tiˈlaɾ
poniente poˈnjen̪.te
trifulca tɾiˈful.ka
operatorio o.pe.ɾaˈto.ɾjo
circunstancial siɾ.kuns.tan̟ˈsjal
abastecer a.βas.teˈseɾ
prefilatelia pɾe.fi.laˈte.lja
perfeccionar peɾ.fek.sjoˈnaɾ
miel ˈmjel
retoricadamente re.to.ɾiˈka.ðaˈmen̪.te
calicanto ka.liˈkan.to
zorcico ˈsoɾ.si.ko
infestar iɱ.fesˈtaɾ
piropear pi.ɾo.peˈaɾ
profundidad pɾo.fun.diˈðað
americanismo a.me.ɾi.kaˈnis.mo
enchilar enˈtʃi.laɾ
exquisito ekskiˈsi.to
nano ˈna.no
maremoto ma.ɾeˈmo.to
goma ˈgo.ma
aduanero a.ðwaˈne.ɾo
criticador kɾi.ti.kaˈðoɾ
almohazar al.mo.a.ˈsar
congelamiento kon.xe.laˈmjen̪.to
correo koˈre.o
gineceo giˈne.seo
aeroclub a.e.ɾoˈklub
abesana a.beˈsa.na
agradecimiento a.ɣɾa.ðe.siˈmjen̪.to
infrautilizar ˌiɱ.fɾaw.ti.liˈsaɾ
chumacera tʃu.maˈse.ɾa
fernandino fer.naŋ.ˈdi.no
coligadura ko.li.ɣaˈðu.ɾa
quisquilloso kis.kiˈʎo.so
suprarrenal ˌsu.pɾa.ˈre.nal
interlocutor in.ter.lo.ku.ˈtor
lipidia li.ˈpi.ðja
adjurable að.xuˈɾa.βle
latear la.teˈaɾ
tarantela ta.ɾanˈte.la
placemiento pla.seˈmjen̪.to
graciano gɾaˈsja.no
grabar ɡraˈβar
pelotari pe.lo.ˈta.ɾi
mitocondria mi.toˈkon̪.dɾja
platelminto pla.telˈmin.to
guardia ˈgwaɾ.ðja
coartar ko.aɾˈtaɾ
sublevar su.βleˈβaɾ
enflacar en.flaˈkaɾ
apical a.piˈkal
camena kaˈme.na
yuyo ˈʝu.ʝo
chuza ˈtʃu.sa
abandonismo a.βan.doˈnis.mo
insectario in.sekˈta.ɾjo
furia ˈfu.ɾja
trasfretar tɾas.fɾeˈtaɾ
noruego no.ˈɾwe.ɰo
helminto elˈmin.to
presupuestario pɾe.su.pwesˈta.ɾjo
diablura djaˈβlu.ɾa
embarazador em.ba.ɾa.saˈðoɾ
astronauta as.tɾoˈnaw.ta
hueste ˈɰwes.te
temporalmente tem.poˈɾalˈmen.te
desflaquecer des.fla.keˈseɾ
aflechate a.fleˈtʃa.te
legatario le.ɰaˈta.ɾjo
acuciante a.kuˈsjan̪.te
aruspicina a.ɾus.piˈsi.na
jaculatorio xa.ku.la.ˈto.ɾjo
kafkiano kafˈkja.no
fumar fuˈmaɾ
creatividad kɾe.a.ti.βiˈðað
tildar tilˈðaɾ
remoto reˈmo.to
fricar fɾiˈkaɾ
parlamento paɾ.laˈmen.to
desmoralizador des.mo.ɾa.li.saˈðoɾ
galerita ga.leˈɾi.ta
casalero ka.saˈle.ɾo
estor esˈtoɾ
ministerial mi.nis.teˈɾjal
gigantesco xi.ɣan̪ˈtes.ko
jarabe xaˈɾa.βe
tembloroso ˌtem.bloˈɾo.so
patricio paˈtɾi.sio
bastecer bas.teˈseɾ
obyecto obˈʝek.to
achacable a.tʃaˈka.βle
helar eˈlaɾ
helipuerto e.li.ˈpweɾ.to
retina re.ˈti.na
boquirrubio bo.kiˈru.βjo
col ˈkol
juntura χunˈtu.ɾa
maduramente maˈðu.ɾaˈmen̪.te
bichero biˈtʃe.ɾo
tablestaca ta.βlesˈta.ka
curso ˈkuɾ.so
novedoso no.βeˈðo.so
aquietar a.kjeˈtaɾ
easonense ˈˈˈe.a.so.ˈnen.seˈˈˈ ˈˈoˈˈ ˈˈˈe.a.ʃo.ˈnenː.ʃeˈˈˈ
expedicionario eks.pe.ði.sjoˈna.ɾjo
cuchi ˈku.tʃi
guardajoyas gwaɾ.ðaˈxo.ʝas
supositivo su.po.siˈti.βo
pospuesto posˈpwes.to
tercena teɾˈse.na
adjudicador að.xu.ði.kaˈðoɾ
limpieza limˈpje.sa
esgrimidor es.ɣɾi.miˈðoɾ
liego ˈlje.ɣo
enviar emˈbjaɾ
deplorar de.ploˈɾaɾ
bordoncillo boɾ.ðonˈsi.ʎo
gurumelo gu.ɾu.ˈme.lo
imperiosamente im.peˈɾjo.saˈmen̪.te
citano siˈta.no
carambolear ka.ɾam.bo.leˈaɾ
generosidad xe.ne.ɾo.siˈðað
caney kaˈnej
nuca ˈnu.ka
inepcia iˈnep.sja
marro ˈma.ro
afeminamiento a.fe.mi.naˈmjen.to
aballestar a.baˈʎes.taɾ
repugnantemente re.puɣˈnan̪.teˈmen̪.te
sexual sekˈswal
confesar koɱ̩.feˈsaɾ
alteroso al.teˈɾo.so
tablachina ta.βlaˈt͡ʃi.na
malcomer mal.koˈmeɾ
teatro teˈa.tɾo
nudrimiento nu.dɾiˈmjen.to
lienzo ˈljen.so
renovar re.noˈβaɾ
hatillo aˈti.ʎo
galerero ɣa.leˈɾe.ɾo
lagarta laˈɰaɾ.ta
frotar fɾoˈtaɾ
enfervorizar eɱ.feɾ.βo.ɾiˈsaɾ
oliva oˈli.βa
fugar fuˈɣaɾ
mandurria manˈdu.rja
antes ˈan̪.tes
granujado gɾa.nuˈxa.ðo
colegir ko.leˈxiɾ
hidrosfera i.ðɾos.ˈfe.ɾa
incunable iŋ.kuˈna.βle
lanceolado lan.se.oˈla.ðo
interesal in.te.ɾeˈsal
yogur ʝoˈɣuɾ
abarraganarse a.βa.ra.gaˈnaɾ.se
gel ˈxel
contigo kon̪ˈti.ɣo
tacataca ˌta.ka.ˈta.ka
cohechar co.eˈtʃar
compadraje kom.paˈðɾa.xe
vidente biˈðen̪.te
agestarse a.xesˈtaɾ.se
arrepisto a.reˈpis.to
aculado a.kuˈla.ðo
pignorar piɣ.noˈɾaɾ
ensuciar en.suˈsjaɾ
mohoso moˈo.so
atarazana a.taɾaˈsa.na
adoleciente a.ðo.leˈsjen̪.te
tronzar tɾonˈsaɾ
contramesana kon.tɾa.meˈsa.na
esquinancia es.kiˈnan.sja
cataviento ka.taˈβjen̪.to
sutorio suˈto.ɾjo
lebulense le.βuˈlen.se
invernadero in.beɾ.naˈðe.ɾo
cartografiar kaɾ.to.ɣɾaˈfjaɾ
lejos ˈle.xos
babera baˈβe.ɾa
huebra ˈwe.β̞ɾa
ajustadamente a.xusˈta.ðaˈmen̪.te
abrevadero a.βɾe.βaˈðe.ɾo
gruir gɾuˈiɾ
trena ˈtɾe.na
unidamente uˈni.ðaˈmen.te
miliciano mi.liˈsja.no
meningitis me.nin.ˈxi.tis
desinfectante de.siɱ.fekˈtan̯.te
infarto in.ˈfaɾ.to
ibis ˈi.βis
dejar deˈxaɾ
desatrancar de.sa.tɾaŋˈkaɾ
afianzamiento a.fjan.saˈmjen.to
comadre ko ˈma dre
acinturar a.sin̪.tuˈɾaɾ
inodoro i.noˈðo.ɾo
calosfriarse ka.losˈfɾjaɾ.se
audibilidad aw.ði.βi.liˈðað
aconfesional a.kon̪.fe.sijˈnal
infortunadamente iɱ.foɾ.tuˈna.ðaˈmen̪.te
perito peˈɾi.to
eviterno e.β iˈteɾ.no
azuzar a.suˈsaɾ
hermosamente eɾˈmo.saˈmen̪.te
tos tos
guapo ˈgwa.po
invertebrado im.beɾ.teˈβɾa.ðo
feldespato fel.desˈpa.to
basna ˈbas.na
aguacibera a.ɣwa.siˈβe.ɾa
forja ˈfoɾ.xa
litiasis li.ˈtja.sis
visura biˈsu.ɾa
salvajada sal.βaˈxa.ða
embelecar em.be.leˈkaɾ
somera soˈme.ɾa
secretario se.kɾeˈta.ɾjo
tiorba ˈtjoɾ.βa
repetidamente re.pe.ˌti.ða.ˈmen.te
oligopolio o.li.ɰoˈpo.ljo
oruga oˈɾu.ɣa
agravioso a.ɣɾaˈβjo.so
escalo esˈka.lo
trajinero tɾa.xiˈne.ɾo
demente deˈmen̪.te
despegamiento des.pe.ɣaˈmjen̪.to
verme ˈbeɾ.me
zullarse suˈʎaɾ.se
hez ˈes
derivar de.ɾiˈβaɾ
lumia ˈlu.mja
cabecear ka.βe.seˈaɾ
susurrante su.suˈran̪.te
aeroterrestre a.e.ɾo.teˈres.tɾe
pieza ˈpje.sa
lado ˈla.ðo
veinte ˈbejn̪.te
violinista bjo.liˈnis.ta
chinchoso ʧiɲˈʧo.so
preciso pɾeˈsi.so
abarrisco a.βaˈris.ko
pandear pan̪.deˈaɾ
genoma xe.ˈno.ma
aferradamente a.feˈra.ðaˈmen̪.te
chochera tʃoˈtʃe.ɾa
ilegible i.leˈxi.βle
bordear boɾ.ðeˈaɾ
dativa daˈti.βa
picacho pi.ka.ˈtʃo
entretenimiento en.tɾe.ˌte.ni.ˈmjen.to
simplicidad sim.pli.siˈðað
referir re.feˈɾiɾ
ucraniano u.kɾa.ˈnja.no
cambera kamˈbe.ra
ganoso gaˈno.so
adviento aðˈβjen.to
cisco sis.ko
futbol fut.ˈβol
perennifolio pe.ɾe.ni.ˈfo.lio
agrupador a.ɣɾu.paˈðoɾ
loza ˈlo.sa
moyuelo moˈʝwe.lo
absolutismo ab.so.lu.ˈtis.mo
mahometano ma.o.me.ˈta.no
reclamante re.klaˈman̪.te
arbitrariedad aɾ.βi.tɾa.ɾjeˈðað
tolimense to.liˈmen.se
mangorrero maŋ.goˈre.ɾo
gofio ˈgo.fjo
jaspe ˈxas.pe
preconocer pɾe.ko.noˈseɾ
sodio ˈso.ðjo
abanderizador a.β̞an̪.d̪e.ɾi.s˖a.ˈδ̞oɾ
berro ˈbe.ro
maqueta ma.ˈke.ta
chao ˈtʃä.o
folclore folˈklo.ɾe
similitudinario si.mi.li.tu.ðiˈna.ɾjo
alcanzador al.kan.saˈðoɾ
batey baˈtej
suyo ˈsu.ʝo
ambulatorio am.bu.laˈto.ɾjo
vivaquear bi.βa.keˈaɾ
fotocopiar fo.to.koˈpjaɾ
cosmonauta kos.moˈnaw.ta
conculcar koŋ.kulˈkaɾ
esperezarse es.pe.ɾeˈsaɾ.se
flauta ˈflau̯.ta
kiwi ˈki.wi
anteriormente an̪.teˈɾjoɾˈmen̪.te
supernova su.perˈno.βa
serviola seɾˈβjo.la
soldar solˈdar
ideario i.ðe.ˈa.ɾjo
ciruela si.ˈɾwe.la
africanismo a.fɾi.kaˈnis.mo
de de
fatigar fa.tiˈɣaɾ
sastre ˈsas.tɾe
zocatearse so.ka.teˈaɾ.se
cardiaca kaɾˈðja.ka
ejecutor e.xe.kuˈtoɾ
cualque ˈkwal.ke
precipicio pɾe.siˈpi.sjo
amor aˈmoɾ
cablegrafiar ka.βle.ɣɾaˈfjaɾ
plumazo pluˈma.so
cristiano kɾisˈtja.no
jaquir xaˈkiɾ
perdonable peɾ.doˈna.βle
sacrosantamente sa.kroˈsan̪.ta.men̪.te
culpa ˈkul.pa
picana piˈka.na
desprender des.pɾen̪ˈdeɾ
cinismo si.ˈnis.mo
sonambulismo so.nam.buˈlis.mo
antagonismo an.ta.ɰoˈnis.mo
contumaz kon.tuˈmas
limar liˈmaɾ
almagrar al.maˈɣɾaɾ
adiamantado a.ðja.man̪ˈta.ðo
capo ˈka.po
centilitro ˌsen.ti.ˈli.tɾo
mantudo man̪ˈtu.ðo
flebitis fle.ˈβi.tis
vandalaje ban.daˈla.xe
borujo βoˈɾu.xo
consciente kons.ˈsjen.te
perpendicular peɾ.pen.di.kuˈlaɾ
langosta laŋˈgos.ta
ganancia gaˈnan.sja
almozada al.moˈsa.ða
leasing ˈli.sin
encuitarse eŋ.kwiˈtaɾ.se
mutuamente ˈmu.twaˈmen̪.te
enfisema en.fi.ˈse.ma
dimensional di.men.sjoˈnal
encuestar eŋ.kwesˈtaɾ
barrena baˈre.na
tusar tuˈsaɾ
huelguista gwelˈɰis.ta
alambre aˈlam.bɾe
ayudamiento a.ʝu.ðaˈmjen.to
conhortar ko.noɾˈtaɾ
cortedad koɾ.teˈðað
emboscar em.bosˈkaɾ
abrasamiento a.βɾa.saˈmjen̪.to
bibliofilia bi.βljoˈfi.lja
carpo ˈkaɾ.po
columnario ko.lumˈna.ɾjo
disparadero dis.pa.ɾaˈðe.ɾo
decaer de.kaˈeɾ
fascinante fa.siˈnan.te
pituco piˈtu.ko
expedir eks.peˈðiɾ
