aaronita a.a.ɾoˈni.ta
cigarra si.'ɣa.r̄a
cigarrillo si.ɰaˈri.ʎo
cigarro siˈɤarro
cigoto siˈɰo.to
cilantro siˈlan.tɾo
ciliado si.ˈlja.ðo
cilicio siˈli.sjo
cilio ˈsi.ljo
cima ˈsi.ma
cimento siˈmen̪.to
cimero siˈme.ɾo
cinc ˈsiŋk
cincel sinˈsel
cincha ˈsin.ʈʃa
cinco ˈsiŋ.ko
cincuenta siŋ.ˈkwen.ta
cine ˈsi.ne
cineclub si.neˈkluβ
cinemascope si.ne.masˈko.pe
cinematografiar si.ne.ma.to.ɣɾaˈfjaɾ
cinestesia si.nesˈte.sja
cinglar siŋˈglaɾ
cinismo si.ˈnis.mo
cinto ˈsin.to
cipariso si.pa.ˈɾi.so
ciquiricata si.ki.ɾiˈka.ta
circa ˈsiɾ.ka
circadiano siɾ.kaˈðja.no
circuncidar siɾ.kun.siˈdar
circundante siɾ.kun̪ˈðan̪.te
circunferencia sir.kun.feˈɾen.sja
circunscribir siɾ.kuns.kɾiˈβiɾ
circunscripto siɾ.kunsˈkɾip.to
circunscrito siɾ.kunsˈkɾi.to
circunstancia siɾ.kuns.ˈtan.sja
circunstancial siɾ.kuns.tan̟ˈsjal
cirio ˈsi.ɾio 
cirrosis si.ˈro.sis
ciruela si.ˈɾwe.la
cirujano si.ɾuˈxa.no
cisalpino sis.alˈpi.no
cisca ˈsis.ka
ciscar sisˈkaɾ
cisco sis.ko
cisne ˈsis.ne
cisterna sisˈteɾ.na
cisura siˈsu.ɾa
citador si.taˈðoɾ
citano siˈta.no
citar siˈtaɾ
citoplasma si.toˈplas.ma
ciudad sjuˈðað
ciudadela sju.ðaˈðe.la
civil siˈβil
cladodio kla.ˈðo.ðjo
clamar klaˈmaɾ
clamor klaˈmoɾ
clamorear kla.mo.ɾeˈaɾ
clamoroso kla.moˈɾo.so
clamosidad kla.mo.siˈðað
clamoso klaˈmo.so
clandestino klan.desˈti.no
claqueta kla.ˈke.ta
claquetista kla.keˈtis ta
clarar klaˈɾaɾ
clarete klaˈɾe.te
claridad kla.ɾiˈðað
clarificar kla.ɾi.fiˈkaɾ
claroscuro kla.ɾos.´ku.ɾo
clase ˈkla.se
clasificar kla.si.fiˈkaɾ
claudicar klaw.ðiˈkaɾ
claustro klawsˈtɾo
clavar klaˈβaɾ
clavario kla.ˈβa.ɾjo
clave ˈkla.βe
claveque klaˈβe.ke
clavera kla.ˈβe.ɾa
clavo klaβo
clerical kle.ɾiˈkal
clericalmente kle.ɾiˈkalˈmen.te
clericato kle.ɾiˈka.to
clericatura kle.ɾi.kaˈtu.ɾa
clerizonte kle.ɾiˈson.te
clero ˈkle.ɾo
cleuasmo klewˈas.mo
clic klik
clienta kliˈen̪.ta
cliente kliˈen̪.te
clima ˈkli.ma
climaterio kli.maˈte.ɾjo
climatizador kli.ma.ˌti.sa.ˈðoɾ
clin ˈklin
clister klisˈteɾ
clo klo
cloc klok
clocar kloˈkaɾ
cloche ˈklo.tʃe
clonar klo.ˈnaɾ
cloque ˈklo.que
cloquera kloˈke.ɾa
cloro klo.ɾo̞
cloroplasto clo.ɾo.ˈplas.to
club ˈklub
coadyuvar ko.ad.ʝuˈβaɾ
coagular ko.a.ɰu.ˈlaɾ
coalescencia ko.a.leˈsen.sja
coana koˈa.na
coartar ko.aɾˈtaɾ
cobalto koˈβal.to
cobarde koˈβaɾ.ðe
cobardear ko.βaɾ.ðeˈaɾ
cobijar ko.βiˈxaɾ
cobla ko.βla
cobrador ko.βɾaˈðoɾ
cobranza koˈβɾan.sa
cobrar koˈbɾaɾ
cobreado ko.βɾeˈa.ðo
cocer koˈseɾ
cochera koˈtʃe.ɾa
cochero koˈtʃe.ɾo
cochinamente koˈtʃi.naˈmen̪.te
cochinillo ko.ʧiˈni.ʝo
cochino koˈtʃi.no
cochiquera ko.tʃiˈke.ɾa
cocina koˈsi.na
cocinar ko.siˈnaɾ
cocodrilo ko.koˈðɾi.lo
cocuyo ko.ˈku.ʝo
codadura ko.ðaˈðu.ɾa
codaste koˈðas.te
codero koˈðe.ɾo
codicilo co.ðiˈsi.lo
codificar ko.ði.fiˈkaɾ
codirigir ko.ði.ɾiˈxiɾ
codo ˈko.ðo
coercible ko.eɾˈsi.βle
coexistencia ko.ek.sisˈten.sja
coexistente ko.ek.sisˈten̪.te
coexistir ko.ek.sisˈtiɾ
cofa ˈko.fa
cofia ˈko.fja
cofre ˈko.fɾe
coger koˈxeɾ
cognado koɣˈna.ðo
cognaticio koɣ.naˈti.sjo
cognitivo koɣ.niˈti.βo
cognocer koɣ.noˈseɾ
cognoscente koɣ.noˈsen̪,te
cognoscible koɣ.noˈsi.βle
cognoscitivo kog.no.siˈti.βo
cogonal ko.ɣoˈnal
cogote koˈɰo.te
cohechar co.eˈtʃar
cohecho koˈe.tʃo
coherencia ko.eˈɾen.sja
coherente ko.eˈɾen.te
cohesivo ko.eˈsi.βo
cohibido ko.iˈβi.ðo
cohibir ko.iˈβiɾ
coicoy kojˈkoj
coihue koˈi.we
coima ˈkoj.ma
coipo ˈkoj.po
coitar kojˈtaɾ
coja ˈko.xa
cojonudo ko.xoˈnu.ðo
cojudo koˈxu.ðo
col ˈkol
colador ko.laˈðoɾ
colapez ko.laˈpes
colar koˈlaɾ
colcha ˈkol.tʃa
colear ko.leˈaɾ
coleccionar ko.lek.sjoˈnaɾ
colectar ko.lekˈtaɾ
colectividad ko.lek.ti.βiˈðað
colectivo ko.lekˈti.βo
colector ko.lekˈtor
colegial ko.le.ˈxjal
colegiala ko.le.ˈxja.la
colegiar ko.le.ˈxjaɾ
colegiata ko.le.ˈxja.ta
colegiatura ko.le.xja.ˈtu.ɾa
colegir ko.leˈxiɾ
coleto koˈle.to
colgar kolˈɰaɾ
colicuar ko.liˈkwaɾ
colicuativo ko.li.kwaˈti.βo
colicuecer ko.li.kweˈseɾ
colidir ko.liˈðiɾ
coliflor ko.liˈfloɾ
coligadura ko.li.ɣaˈðu.ɾa
coligamiento ko.li.ɣaˈmjen̪.to
coligarse ko.liˈɣaɾ.se
coliguacho ˌko.li.ˈgwa.tʃo
colina ko.ˈli.na
colindar ko.lin̯ˈdaɾ
colisa koˈli.sa
coliza koˈli.sa
collado koˈʎa ðo
collage koˈlaʃ
collar ko.ˈʎaɾ
colliguay ko.ʝiˈɰwaj
colmena kolˈme.na
colmenar kol.meˈnaɾ
colocar koˈlo.kaɾ
colocolo ˌko.loˈko.lo
colombianismo ko.lom.bjaˈnis.mo
colombiano ko.lomˈbja.no
colombicultura ko.lom.bi.kulˈtu.ɾa
colombina ko.lomˈbi.na
colonia koˈlo.nja
colonial ko.loˈnjal
coloquial ko.lo.ˈkjal
colorir ko.loˈɾiɾ
columna ko.ˈlum.na
columnario ko.lumˈna.ɾjo
columnata ko.lunˈna.ta
columpiar ko.lum.ˈpjaɾ
columpio ko.ˈlum.pjo
coluvie koˈlu.βje
comadre ko ˈma dre
comadrear ko.ma.ðɾeˈaɾ
comadreja ko.maˈðɾe.xa
comandancia ko.manˈdan.sja
comandanta ko.manˈdan.ta
comandante ko.man.ˈdan.te
comandar ko.manˈdaɾ
comanditar ko,man.diˈtaɾ
comanditario ko.man.diˈta.ɾjo
comarca ko.ˈmaɾ.ka
combar komˈbaɾ
combatir koɱ.baˈtiɾ
combustibilidad kom.βus.ˈti.βi.liˈðað
comedia ko ˈme ðja
comedor ko.meˈðoɾ
comensal ko.menˈsal
comentar ko.men̪ˈtaɾ
comentario ko.men̪ˈta.ɾjo
comer koˈmeɾ
comercio koˈmeɾ.sjo
comestible ko.mesˈti.βle
cometario ko.meˈta.ɾjo
cometedor ko.me.teˈðoɾ
cometer ko.meˈteɾ
cometida ko.meˈti.ða
comicidad ko.mi.siˈðad
comino koˈmi.no
comisario co.miˈsa.rjo
comistrajo ko.misˈtɾa.xo
como ˈko.mo
comodato co.moˈða.to
comodino ko.mo.ði.no
compacidad kom.pa.siˈðað
compactar kom.pakˈtaɾ
compactibilidad kom.pak.ti.βi.liˈðað
compadraje kom.paˈðɾa.xe
compadrar kom.paˈðɾaɾ
compadrear kom.pa.ðɾeˈaɾ
compaginador kom.pa.xi.naˈðoɾ
compaginar kom.pa.xiˈnaɾ
comparable kom.paˈɾa.βle
comparador kom.pa.ɾaˈðoɾ
comparar kom.paˈɾaɾ
comparatismo kom.pa.ɾaˈtis.mo
comparatista kom.pa.ɾaˈtis.ta
comparativamente kom.pa.ɾaˈti.βaˈmen̪.te
comparativo kom.pa.ɾaˈti.βo
comparecencia kom.pa.ɾeˈsen.sja
compartimentar kom.paɾ.ti.men̪ˈtaɾ
compartimiento kom.paɾ.tiˈmjen̪.to
compasar kom.paˈsaɾ
compasear kom.pa.seˈaɾ
compatibilidad kom.pa.ti.βi.liˈðað
compendiar kom.pen̪ˈdjaɾ
compendizar kom.pen̪.diˈsaɾ
compensar kom.penˈsaɾ
competencia kom.pe.ˈten.sja
competer kom.peˈteɾ
competidor kom.pe.tiˈðoɾ
competir kom.peˈtiɾ
compilador kom.pi.la.ˈðoɾ
compilar kom.piˈlaɾ
complacedero kom.pla.seˈðe.ɾo
complacedor kom.pla.seˈðoɾ
complacencia kom.plaˈsen.sja
complacer kom.plaˈseɾ
complaciente kom.plaˈsjen̪.te
complacimiento kom.pla.siˈmjen̪.to
complejidad kom.ple.xiˈðað
complementar kom.ple.men̪ˈtaɾ
completamente komˈple.taˈmen̪.te
complexionado kom.ple.ksjoˈna.ðo
complicar kom.pliˈkaɾ
complicidad kom.pli.siˈðað
complutense kom.pluˈten.se
comportamiento com.poɾ.taˈmjen.to
comportar kom.poɾˈtaɾ
compositivo kom.po.siˈti.βo
compositor kom.po.siˈtoɾ
compost kom.ˈpost
comprado komˈpɾa.ðo
comprar komˈpɾaɾ
comprender kom.pɾenˈdeɾ
comprensible kom.pɾenˈsi.βle
compresa komˈpɾe.sa
comprobar kom.pɾoˈβaɾ
compromiso kom.pɾo.ˈmi.so
compuestamente komˈpwes.taˈmen̪.te
compulsar kom.pulˈsaɾ
compungir com.puŋˈxiɾ
computable kom.puˈta.βle
comulgar ko.mulˈɰaɾ
comunicador ko.mu.ni.kaˈðoɾ
comunicar ko.mu.niˈkaɾ
comunicativo ko.mu.ni.kaˈti.βo
comunidad ko.mu.niˈðað
comunismo ko.muˈnis.mo
comunista ko.muˈnis.ta
comunitario ko.mu.niˈta.ɾjo
con kon
concatenar ko̞n.ka.teˈnaɾ
concebir kon.seˈβiɾ
conceder kon.seˈðeɾ
concejo konˈse.xo
concepcionero kon.sep.sjoˈne.ɾo
concepcionista kon.sep.sjoˈnis.ta
conceptivo kon.sepˈti.βo
conceptual kon.sepˈtwal
conceptualizar kon.sep.twa.liˈsaɾ
conceptuar kon.sepˈtwar
conceptuosidad kon.sep.two.siˈðað
conceptuoso kon.sepˈtwo.so
concerniente kon̪.seɾˈnjen̪.te
conchudo konˈt͡ʃu.ðo
conciencia kon̪ˈsjen̪.sja
concienciar con.sjenˈsjaɾ
concienzudamente kon.sjen.ˌsu.ða.ˈmen.te
concienzudo konsjen.ˈsu.ðo
conciliable kon.siˈlja.βle
concionador kon.sjo.naˈðor
concionar kon.sjoˈnar
conciso konˈsi.so
concomerse koŋ.koˈmeɾ.se
concomimiento koŋ.ko.mjˈmjen̪.to
concomio koŋˈko.mjo
concomitante koŋ.ko.miˈtan̪.te
concordar koŋ.koɾˈðaɾ
concordemente koŋˈkoɾ.ðeˈmen̪ .te
concordia koŋˈkoɾ.ðja
concretar koŋ.kɾeˈtaɾ
concubina koŋ.kuˈβi.na
concubinato kon.ku.βiˈna.to
conculcar koŋ.kulˈkaɾ
concupiscencia koŋ.ku.piˈsen.sja
concurrir koŋ.kuˈriɾ
condecente kon̪.deˈsen̪.te
condecir kon̪.deˈsiɾ
condenable kon̪.deˈna.βle
condenador kon̪.de.naˈðoɾ
condenar kon̪.deˈnaɾ
condenatorio kon̪.de.naˈto.ɾjo
condescender kon̪.de.sen̪ˈdeɾ
condescendiente kon.des.senˈdjen.te
condicionamiento ˌkon̪.di.sjo.naˈmjen̪.to
condimentar kon̪.di.men̪ˈtaɾ
condotiero kon.doˈtje.ɾo
conducta kon.ˈduk.ta
conducto konˈduk.to
conectar ko.nek.ˈtaɾ
conejal ko.neˈxal
conejar ko.neˈxaɾ
conejo koˈne.xo
confabulador koɱ.fa.βu.laˈðoɾ
confabular koɱ.fa.βuˈlaɾ
confesar koɱ̩.feˈsaɾ
confianza konˈfjan.sa
confianzudo kon.fjan̪ˈsu.ðo
confidencia kon.fiˈðen.sja
confidente kon.fiˈðen.te
confirmando kon.fiɾˈman.do
confirmar kon.fiɾˈmaɾ
confiscar kon.fisˈkaɾ
confitar kon.fiˈtaɾ
confite konˈfi.te
confitera koɱfiˈte.ɾa
confitero koɱfiˈte.ɾo
confitura kon.fiˈtu.ɾa
conflagrar koɱ.flaˈɣɾaɾ
conflictivo kon.flikˈti.βo
confluencia kon.flwˈen.sja
conforme konˈfoɾ.me
conformemente konˈfoɾ.meˈmen̪ .te
confortamiento koɱ.foɾ.taˈmjen̪.to
confortar koɱ.foɾˈtaɾ
confricar kon.fɾiˈkaɾ
confundir kon.fun̪ˈdiɾ
confusamente konˈfu.sa.men̪.te
confuso koɱˈfu.so
congelable koŋ.xeˈla.βle
congelamiento kon.xe.laˈmjen̪.to
congelar koŋ.xeˈlaɾ
congerie koŋˈxe.ɾje
congestionar koŋ.xes.tjoˈnaɾ
congestivo koŋ.xesˈti.βo
congoja kon.ˈɤo.xa
congorocho koŋ.goˈɾo.ʧo
congraciador koŋ.gɾa.sjaˈðoɾ
congraciamiento koŋ.gɾa.sjaˈmjen̪.to
congraciar koŋ.gɾaˈsjaɾ
congratular koŋ.gɾa.tuˈlaɾ
congratulatorio koŋ.gɾa.tu.laˈto.ɾjo
congrio ˈkoŋ.gɾjo
conhortar ko.noɾˈtaɾ
conjeturar koŋ.xe.tuˈɾaɾ
conjuntamente koŋˈxun̪.taˈmen̪.te
conjuntivitis koɲ.xuṉ.tiˈβi.tis
conjuntivo koŋ.xun̪ˈti.βo
conjunto konˈxun.to
conjuro konˈxu.ɾo
conmiserativo kon.mi.se.ɾaˈti.βo
conmovedor kon.mo.βeˈðoɾ
connaturalizar kon.na.tu.ɾa.liˈsaɾ
connivencia ko.niˈβen.sja
connosco konˈnos.ko
connotar kon.noˈtaɾ
connotativo kon.no.taˈti.βo
cono ˈko.no
conocedor ko.no.seˈðoɾ
conocencia ko.noˈsen.sja
conocer ko.noˈseɾ
conocible ko.noˈsi.βle
conocidamente ko.noˈsi.ðaˈmen̪.te
conocimiento ko.no.siˈmjen̪.to
conoide koˈnoj.ðe
conoscencia ko.noˈsen.sja
conque ˈkoŋ.ke
conquense konˈken.se
conqueridor kon.ke.ɾiˈðoɾ
conquerir kon.keˈɾir
conquiforme kon.kiˈfoɾ.me
conquista koŋˈkis.ta
conquistable kon.kisˈta.βle
conquistador kon.kis.taˈðoɾ
conquistar kon.kisˈtaɾ
consabido kon.saˈβi.ðo
consciencia kons.ˈsjen.sja
consciente kons.ˈsjen.te
consecuencia kon.seˈkwen.sja
consecuente kon.seˈkwen.te
consecutivo kon.seˈku.ti.βo
conseguir kon.seˈɣiɾ
consejo kon.ˈse.ho
consentimiento kon.sen.tiˈmjen.to
consentir kon.sen̪ˈtiɾ
conserje konˈseɾ.xe
conservante kon.seɾˈβan̪.te
conservar kon.seɾˈβaɾ
conservativo kon.seɾ.βaˈti.βo
considerable kon.si.de.ˈɾa.βle
considerablemente kon.si.ðeˈɾa.βleˈmen̪.te
considerando ˈan̪.do
considerar kon.si.ðeˈɾaɾ
consiguiente kon.siˈɣjen̪.te
consistencia kon.sisˈten.sja
consistente kon.sisˈten̪.te
consistir kon.sisˈtiɾ
consolador kon.so.la.ˈðoɾ
consorcio konˈsoɾ.sjo
consorte konˈsoɾ.te
consternar kons.teɾ.ˈnaɾ
constipado kons.ti.ˈpa.ðo
constrictor kons.trikˈtoɾ
constructivo kons.tɾukˈti.βo
construir konsˈtɾwiɾ
consuetudinario kon.ˌswe.tu.ði.ˈna.ɾjo
consultar kon.sulˈtaɾ
consultorio kon.sulˈto.ɾjo
consumidor kon.su.miˈðoɾ
consumismo co̞n.su.ˈmis.mo̞
consumo konˈsu.mo
contabilidad kon.ta.βi.liˈðað
contable konˈta.βle
contador kon̪.taˈðoɾ
contagiar kon̪.taˈxjaɾ
contagio kon̪ˈta.xjo
contagioso kon̪.taˈxjo.so
contar kon.ˈtar
contener kon̪.teˈneɾ
contentadizo kon.ten.taˈði.so
contentamiento kon.ten.taˈmjen.to
contentar kon.tenˈtaɾ
contenteza kon.tenˈte.sa
contentible kon.tenˈti.βle
contentivo kon.tenˈti.βo
contento kon̪ˈten̪.to
contera konˈteɾa
contestable kon.tesˈta.βle
contestador kon.tes.taˈðoɾ
contestano kon.tesˈta.no
contestar kon.tesˈtaɾ
contestatario kon.tes.taˈta.ɾjo
contextualizar ˌkon̪.teks.twa.liˈsaɾ
conticinio koN ti ˈsi njo
contigo kon̪ˈti.ɣo
contiguo konˈti.gwo
contingencia kon̪.tiŋˈxen.sja
contingentar kon̪.tiŋ.xen̪ˈtaɾ
contingentemente kon̪.tiŋˈxen̪.teˈmen̪.te
contingible kon.tinˈxi.βle
continuamente kon̪ˈti.nwaˈmen̪.te
continuidad kon.ti.nwjˈðað
continuismo ˌkon̪.tiˈnwjs.mo
continuista kon̪.tiˈnwis.ta
contioso kon̪ˈtjo.so
contonearse kon̪.to.neˈaɾ.se
contorcerse kon̪.toɾˈseɾ.se
contorno konˈtoɾ.no
contorsionarse kon̪.toɾ.sjoˈnaɾ.se
contraatacar kon̯.tɾa.a.taˈkaɾ
contraataque ˌkoŋ.tɾa.ˈta.ke
contrabajo kon.tɾaˈβa.xo
contrabolina kon.tɾa.βoˈli.na
contraclave kon̪.tɾaˈkla.βe
contractura kon.tɾakˈtu.ɾa
contracultura ˌkon̪.tɾa.kulˈtu.ɾa
contracultural ˌkon̪.tɾa.kul.tuˈɾal
contradanza kon.traˈðan.sa
contradecir kon̪.tɾa.ðeˈsiɾ
contraer kon.tɾa.ˈeɾ
contraindicar kon̯.tɾa.jn̯.diˈkaɾ
contramesana kon.tɾa.meˈsa.na
contrariar kon.tɾaˈ.ɾjaɾ
contrariedad kon.tɾa.ɾje.ˈðað
contrario konˈtɾa.ɾjo
contrarreforma kon.tɾa.reˈfoɾ.ma
contrarreloj kon.tɾa.reˈlox
contrarrestar kon̯.tɾa.res.ˈtaɾ
contrastar kon.tɾasˈtaɾ
contrasto konˈtɾas.to
contratiempo kon.tɾa.ˈtjem.po
contrato kon̪.ˈtɾa.to
contribuir kon.tɾiˈβwiɾ
contribuyente kon.tɾi.βu.ˈʝeŋ.te
contristar kon̪.tɾisˈtaɾ
contrito kon.ˈtɾi.to
control konˈtɾol
controlador kon̪.tɾo.laˈðoɾ
controlar kon.tɾoˈlaɾ
contubernio kon.tuˈβeɾ.njo
contumaz kon.tuˈmas
contundencia kon.tunˈden.sja
contundente kon.tunˈden.te
conturbar kon.tuɾˈβaɾ
convalecencia kom.ba.leˈsen.sja
conveniente kon.βeˈnjen̪.te
convenio komˈbe.njo
conventillero kom.ben.tiˈʎe.ɾo
conventillo kom.benˈti.ʎo
convento komˈben.to
convergente kom.beɾˈxen̪.te
converger kom.βeɾˈxeɾ
convergir kom.βeɾˈxiɾ
convertir kon.βeɾˈtiɾ
convexo komˈbe.kso
convivencia kon.βiˈβen.sja
convivir kom.biˈβiɾ
convocar kom.boˈkaɾ
convocatorio kom.bo.kaˈto.ɾjo
convusco komˈbus.ko
cooptar ko.op.ˈtaɾ
coordinadamente koɾ.ðiˈna.ðaˈmen̪.te
coordinador koɾ.ði.naˈðoɾ
coordinamiento koɾ.ði.naˈmjen̪.to
coordinante koɾ.ðiˈnan̪.te
coordinar koɾ.ðiˈnaɾ
coordinativo koɾ.ði.naˈti.βo
copartidario koˌpaɾ.tiˈða.ɾjo
copear ko.peˈaɾ
copelar ko.peˈlaɾ
copero koˈpe.ɾo
copiador ko.pja.ˈðoɾ
copihue ko.pi.ˈwe
copilador ko.pi.la.ˈðoɾ
copilar ko.piˈlaɾ
copiosidad ko.pjo.si.ˈðað
copioso koˈpjo.so
copla ˈko.pla
coplanario ko.pla.ˈna.ɾjo
coplero ko.ˈple.ɾo
coplista ko.ˈplis.ta
coposesor ko.po.se.ˈsoɾ
coprofagia ko.pɾo.ˈfa.xja
coprolito ko.pɾo.ˈli.to
copucha ko.ˈpu.tʃa
copuchar ko.pu.ˈtʃaɾ
copuchento ko.puˈtʃen̪.to
copudo koˈpu.ðo
coque ˈko.ke
coquear ko.keˈaɾ
coquetear ko.ke.teˈaɾ
coqueto koˈke.to
coquina ko.ˈki.na
coquito koˈki.to
coraje koˈɾa.xe
corajina ko.ɾaˈxi.na
corajoso ko.ɾaˈxo.so
corajudo ko.ɾaˈxu.ðo
coral koˈɾal
coralillo ko.ɾaˈli.ʎo
coraza ko'ɾa.sa
corazoncillo ko.ɾa.sonˈsi.ʎo
corbacho koɾˈba.ʧo
corbata koɾˈβa.ta
corbeta koɾˈβe.ta
corchea koɾˈtʃe.a
corcova koɾˈko.βa
corcovado koɾ.ko.ˈβa.ðo
corcovo coɾˈco.βo
cordaje koɾˈða.xe
cordel koɾˈdel
cordero koɾˈðe.ɾo
cordialmente koɾˈðjalˈmen̪.te
coreano ko.ˈɾea.no
coreografiar ko.ɾe.o.ɣɾaˈfjaɾ
coreuta ko.ˈɾew.ta
corintio koˈɾin.tjo
corinto koˈɾin.to
cornamenta koɾ.naˈmen̪.ta
cornejo koɾˈne.xo
cornezuelo koɾ.ne.ˈswe.lo
cornisamento koɾ.ni.saˈmen̪.to
cornisamiento koɾ.ni.saˈmjen̪.to
cornucopia coɾ.nuˈko.pja
cornudo koɾˈnu.ðo
corolario ko.ɾoˈla.ɾjo
corona koˈɾo.na
coronario ko.ɾo.ˈna.ɾjo
coronta ko.ˈɾon.ta
corporal koɾ.poˈɾal
corporeizar koɾ.po.ɾei̯ˈsaɾ
corporificar koɾ.po.ɾi.fi.ˈkaɾ
corporizar koɾ.po.ɾiˈsaɾ
corpulento koɾ.puˈlen̪.to
corral ko.ˈral
correa koˈre.a
correazo ko.reˈa.so
correctivo ko.rekˈti.βo
correcto koˈrek.to
correntino ko. ren.ˈti.no
correo koˈre.o
correspondencia ko.res.pon.ˈden.sja
corresponder ko.res.ponˈðeɾ
corriente koˈrjen.te
corrimiento ko.riˈmjen.to
corroer ko.roˈeɾ
corrosivo ko.ro.ˈsi.βo
corrugar ko.ruˈɣaɾ
corruptible ko.rupˈti.βle
corsario koɾˈsa.ɾjo
corta ˈkoɾ.ta
cortadura koɾ.taˈðu.ɾa
cortafierro koɾ.taˈfje.ro
cortamente ˈkoɾ.taˈmen̪.te
cortante koɾˈtan̪.te
cortapisa ˌkoɾ.taˈpi.sa
cortaplumas koɾ.taˈplu.mas
cortar koɾˈtaɾ
cortedad koɾ.teˈðað
cortejar koɾ.teˈxaɾ
cortejo koɾˈte.xo
corteza korˈte.sa
cortisquear koɾ.tis.keˈaɾ
cortometraje koɾ.to.meˈtɾa.xe
corvar koɾˈβaɾ
corveta koɾˈβe.ta
cosa ˈko.sa
cosario koˈsa.ɾjo
cosecha koˈse.͡ʧa
coser ko.ˈseɾ
cosetano ko.se.ˈta.no
cosificar ko.si.fiˈkaɾ
cosmonauta kos.moˈnaw.ta
cospel kosˈpel
costa ˈkos.ta
costalada kos.taˈla.ða
costarricense kos.ta.riˈsen.se
costosamente kosˈto.saˈmen̪.te
costra ˈkos.tɾa
costumbre kosˈtum.bɾe
cotar koˈtaɾ
cotejable ko.teˈxa.βle
cotejar ko.teˈxaɾ
cotera koˈte.ɾa
cotero koˈte.ɾo
cotidiano ko.tiˈðia.no
cotorra ko.to.ra
cotuza koˈtu.sa
coulomb kuˈlomb
coxa ˈkok.sa
coxis ˈkok.sis
coy koj
coyuntero ko.ʝun̪ˈte.ɾo
coyuntura ko.ʝun.ˈtu.ɾa
coz ˈkos
crack ˈkɾak
cracoviano ba.ˈloŋ
craneal kɾa.ne.ˈal
craso ˈkɾa.so
crea ˈkɾe.a
creador kɾe.aˈðor
crear kɾeˈaɾ
creatividad kɾe.a.ti.βiˈðað
creativo kɾe.aˈti.βo
crecedero kɾe.se.ˈðe.ɾo
crecencia kɾe.ˈsen.sja
crecidamente kɾe.siˈða.ˌmen.te
crecimiento kɾe.si.ˈmjen.to
credibilidad kɾe.ði.βi.liˈðað
credo ˈkɾe.ðo
credulidad kɾe.ðu.liˈðað
creedor kɾe.eˈðoɾ
creencia kɾeˈen.sja
creendero kɾe.enˈde.ɾo
creer kɾeˈeɾ
crehuela kɾeˈɰwe.la
cremar kɾeˈmaɾ
cremoso kɾeˈmo.so
crencha ˈkɾeɲ.ʧa
crenche ˈkɾeɲ.ʧe
creso ˈkɾe.so
crespina kɾesˈpi.na
cresta ˈkɾes.ta
cretino kɾe.ˈti.no
criadero kɾi.aˈðe.ɾo
criador kɾi.aˈðoɾ
criamiento kɾi.aˈmjen.to
crianza ˈkɾjan.sa 
criar kɾiˈaɾ
criatura kɾi.aˈtu.ɾa
cribar kɾi.ˈβaɾ
cric ˈkɾik
crica ˈkɾi.ka
cricoides kɾik.ˈkoj.ðes
crimen ˈkri.men
criminal kɾi.miˈnal
criminalista kɾi.mi.naˈlis.ta
crin ˈkɾin
crinar kɾiˈnaɾ
crinera kɾiˈne.ɾa
crinolina kɾi.noˈli.na
criogenia eˈxem.plo
criollo kɾiˈoʎo
crisneja kɾisˈne.xa
crisol kɾi.ˈsol
crispar kɾisˈpaɾ
cristal kɾis.ˈtal
cristalino kɾis.taˈli.no
cristianismo kris.tjaˈnis.mo
cristiano kɾisˈtja.no
cristo ˈkɾis.to
crisuelo kɾiˈswe.lo
criterio kɾiˈte.ɾjo
criticable kɾi.tiˈka.βle
criticador kɾi.ti.kaˈðoɾ
criticar kɾi.tiˈkaɾ
criticismo kɾi.tiˈsis.mo
critiqueo kɾi.tiˈke.o
croar kɾo.ˈaɾ
croata ˈkroa.ta
crocante kɾoˈkan.te
crochel kɾoˈtʃel
crocodilo kɾo.koˈði.lo
crol ˈkɾol
cromolitografiar ˌkɾo.mo.li.to.ɣɾaˈfjaɾ
cromosoma kɾo.mo.ˈso.ma
cron kɾon
cronista kɾoˈnis.ta
cronograma kɾo.noˈɣɾa.ma
croqueta kɾoˈke.ta
croquis ˈkɾo.kis
crotorar kɾo.toˈɾaɾ
cruceta kɾuˈse.ta
crucificar kɾu.si.fiˈkaɾ
crucifijo kɾu.siˈfi.xo
cruda ˈkɾu.ða
crudamente ˌkɾu.ða.ˈmen.te
crudeza kɾu.ˈðe.sa
crudillo [ kɾu.ˈði.ʎo
crudo ˈkɾu.ðo
cruel ˈkɾwel
crueldad kɾwel.ˈdad
crujidero kɾu.xi.ˈðe.ɾo
crujiente kɾuˈxjen.te
crujir kɾu.ˈxiɾ
crural kɾuˈɾal
cruz ˈkɾus
cu ku
cuaco ˈkwa.ko
cuaderna kwaˈðeɾ.na
cuadra ˈkwa.ðɾa
cuadriguero kwa.ðɾiˈɣe.ɾo
cuadril kwaˈðɾil
cuadriplicar kwa.ðɾi.pliˈkaɾ
cuadriyugo kwa.ðri.ˈʝu.ɣo
cuadro ˈkwa.dɾo
cuadruplicar kwa.ðɾu.pliˈkaɾ
cual kwal
cualesquier kwa.les.ˈkjeɾ
cualidad kwa.liˈðað
cualificar kwa.li.fiˈkaɾ
cualitativo kwa.li.taˈti.βo
cualque ˈkwal.ke
cualquiera kwalˈkje.ɾa
cuan ˈkwan
cuando ˈkwan.do
cuantiar kwan̪.tjaɾ
